lemma,wordforms
Lohn,"Lohn,lohn,Lowen,Lohne,Lohns,Lohnes,lohnes,lohneſ,lon,loon,loͤnnen,lohns,lôn,Lowene,Löhne,Löhnen,Löhns,lönnen,Loͤhne,lones,Lohn’s,Lohn’,Luhn,Lo͝hn,Loͤhna,Lohna,Loon,Lohn',lohn’s,Loͤhnen,loͤñen,loenen,Lõwẽ,lohn's,verlohns"
kühl,"kuͤhlen,kuͤlen,Kuͤlſtern,Kuͤlen,Kuͤhl,kuͤhle,kuͤhler,kuͤhl,kuͤles,kuͤhles,kuͤlſtern,kuͤle,Kuͤhle,kühle,kühl,kühlen,kühler,kühlsten,Kühle,kühlem,kühles,kuͤhlem,kuͤhleſten,Kuͤhli,Küle,Külen,Kyll,kühlere,Kühl,kühleren,küelen,kühlerer,kühleres,külen,kühlſten,kuͤl,Kuͤl,kuͤhl’,Kuͤhles,Kuͤhlen,kuͤhlere,kuͤhleres,kuͤhleren,kůhler,kuͤhlſte,kuͤhlſten,Kühlen,kühlste,Kühls,küll,Kühles,erkuͤhlen,Kuͤllen,Chyl,kuͤlem,chyl,kühlerem,kuͤhlerm,kuͤhlẽ,kuͤhleſte,kuͤhlerer,kuͤhlſtem,kühlſte,Kuͤhlere,kuhler,kühl’gen,Kuͤll,kuͤhlerem,Kuͤhlem,Cyll,kühlſter,kuͤel,kuͤhleñ,Cyl,cuele,Kyhl,Kühlſtes,kuͤeler"
Bahn,"bahn,Bahn,ban,Baan,Bahnen,baṅ,Bāhn,banen,baan,Bahnh,Baͤhnen,BAhnen,Bahnen(,BAhn"
Ohr,"Ohren,Ohr,Ohre,ohren,ohꝛen,Ohꝛ,Ohꝛen,ohr,oren,oher,Ohꝛn,Ohres,Ohrn,Ohrs,orn,ohr’n,Orr,Orrr,orr,Or’,ooren,Ohrẽ,Oohren,Ooren,Ohres;,OHr,Ohrẽ,Orn,Oor,Ohr’,oꝛen,ohꝛ,orenn,ohrẽ,Oreen,Ohr',Ohrs;,ôren,Orh,ohr’"
Zahn,"Zeene,Zaͤhne,Zahn,zeenen,Zaͤhnen,zen,Zaͤne,Zeenen,zaͤne,Zaͤhn,zenen,Zähne,Zähnen,Zahne,Zan,Zahnes,Zen,zaͤhne,zan,zene,Zänen,Zäne,Zähn,tšaṅ,tsan,Zahns,Zähngen,zähne,zänen,Zaͤnen,Zaͤhngen,Zaͤhnẽ,zaͤnen,ZAehne,Zaan,Zaͤhne;,Zann,zennen,Zahn’s,Tſan,zaan,Zahn's,ženě,tzeen,zeene,zeenẽ,Zaͤenen,tzan,Zaehnen,Zene,Zah#,Zæhnen,tšene"
währen,"wehrete,waͤhre,waͤhren,waͤhret,waͤhrt,waͤhrete,waͤrete,Waͤhre,währet,waͤhr,Waͤhr,währte,währen,währt,woͤhren,Währt,waͤhrte,währten,währ###,woͤhrt,Woͤhret,woͤhret,woͤhre,waͤhrn,währe,waͤhreten,Währte,währ,waͤhret’,Waͤhrt,Waͤhrte,waͤhrt’,waͤhrten,Währ,waͤhreſtu,waͤhꝛe,waͤhrẽ,waͤhreſt,waͤhꝛen,Waͤhrſtu,waͤhrts,waͤhrſtu,währete,währt’,wärete,waͤhrſt,Waͤhret,Wär`,währt’s,woͤhrete,Wöhrte,waͤhrets,waͤhrteſt,währt's,waͤhrt's,Währete,Währet,wä[r,waͤhꝛet,währeten,Wöhrdte,Woͤhrdte,waͤhr’,Waͤhrete"
Ruhm,"ruhm,Ruhm,Ruhmb,rhum,Ruhms,Ruhmes,Ruhme,ruhms,Rhums,ruhmes,ruhmer,ruhmb,Rhum,Ruhmbs,ruhm’,rhums,Ruhm’,Ruͤhms,ruhme,Rūhm,ruhem,Ruh-me,ruhmbs,Ruhmer,Růhme,Ruhm’s,ꝛuhm,Rnhm,růhme"
zehn,"zehen,Zehen,zehn,tzen,Zehn,TZEN,zeen,Zeen,zehnen,tzẽ,Zehnen,Zehne,Zän,zehne,Zihn,Džeṅ,zän,Zén,Zaͤn,Zehn¬,Tſëhn,Zeh’n,Zeen;,ZEN,tſen,ZEhn,Zen**,zaͤn,Zaͤen,verzehn,tzehn,ZEHN,dzaͤn,Zaͤnn"
kühn,"Kuͤhn,kuͤhnen,Kuͤhnens,kuͤhn,kuͤhne,Kuͤhne,Kuͤhner,kuͤnſt,Cuͤnen,Cünen,Cuͤn,kuͤn,kuͤhner,kuͤhnes,kuͤhnſte,kuͤhnem,kühnen,kühne,kühnes,kühn,kühnsten,kühnſten,kühnere,Kühnſten,kühneren,kühnste,kühner,Kuhn,Kuehn,kühnſter,kühnerer,kühnem,kühnſte,Kühne,Kühn,küngen,kuͤhneſten,Kuͤhnen,Kühne's,küenen,küene,Kühnen,Kün,kůhn,kůhne,kůhnen,Kühner,kǖhnĕ,kǖenĕr,kǖhnĕn,Kühneres,kiehnster,Kühnes,Chynae,chynae,kuͤhnern,kuͤhnere,kuͤhnerer,kühnſtes,Kühnſte,kühnerem,küéner,kuͤhnſten,Ckyn,kuͤhneꝛn,Kuͤhnſte,Kuͤhnere,Kühnsten,Kühnste,Cyneæ,kuͤnen,kuͤhneren,Kyhnen,Kyhn,kühnern,allerkuͤhnſten,kuͤhneſte,kuͤhn’,künn'n,allerkühnsten,Kuͤhneres,kuͤhnres,kuhn,Kühneren,kuͤne,kuͤhnerem,kühnster,Kuͤen,kuͤhnste,KüHN,Kuͤne,Kuͤhnes,Kuͤhnſtes,kuhner,kuͤnſt’,kuͤhns,Kühne’s,kün,Chuͤn,Kühnere,küener,Kuͤhnre,Kuͤhnſten,Kuͤhneren,kühneres,kühnre,kuͤhnstes,küne,küner,künen,Küne,kuͤhneſter,kuͤhnſter,kuͤnn’n,Kyn,Cyn,kuͤnes,kůhner,Cynne,kuͤnem,Kühns,kühenen,Kühnés,kuhnen,verkuͤn,Kuͤner,kuͤhnerm,Kuͤn,kyün,kühnstes,kühnerern,Kühnerer,allerkuͤhnſte,allerkühnste,kuͤhneres,kuͤhnre,kuͤhnrer,kuhne,Kynnes,kuͤner,Kuͤener"
Buhle,"Buhlen,Buhle,Buhler,Buhla,Buler,Bulgen,buhler,Búhlen,buler,Bohlem,Buhlẽ,Buhlere,bullen"
Mohr,"Moren,Mohren,Mohr,Mohꝛen,Moohren,mohr,Mahr,mohre,mahren,Mohre,Morren,mpor,Mohr’n,Mohrens,mohren,moren,Mohrẽ,Morr,Moꝛen,Mohrn"
kehren,"kehret,kehren,kehrte,kehre,kehrete,gekehret,kehrt,gekeret,kehꝛen,kehꝛet,kehr,keret,Kehret,gekehꝛet,keren,kere,kerret,kehꝛe,kaͤren,kert,gekehrt,Kehrſtu,kehrſt,Kehrt,kehrten,kehꝛte,Kehrte,kehꝛten,kehrend,Kaͤrren,kehr’,kehrtet,Kere,Kehreſtu,kehrt',Kehr,kehr',kehrē,kehrets,kehreten,kèhr,kehrteſt,kehreſt,kehrts,kêre,Caere,Cäre,Kairen,Cère,kehrst,kḗhrt,kēhrt,ker,Kēhrt,Chert,kerten,keert,kéhren,kehrt’,Kehren,Kehr’t,Gekehrt,Kehrete,kehꝛete,kehretẽ,Kehrſt,cheren,Cere,kerete,kehrn,cere,kaire,zerkehre,Kehre,certae,Kehreten,gekehr’t,kehr’t,chert,kaͤhrt,gekert,Cert,kehrẽ,Chaͤreen,Kehrten,kêren,gekerrt,Kehrt',Kehrest,kehrest,kaͤrꝛen,Kaͤrꝛen,kehri,Kehrt’,Kerth,kehr’n,kehrẽ,Kehrts,Kehreſt,Kehrend,kehꝛẽ,kêr,kehrē,Caͤre,kehrtest,Céré,Cereen,kerte,Kärren,kehrtens,Caire,keheret,Kehrst,kerꝛt,gekeeret,kerta,Caird,certæ,kehret’,Cære,kehreteſt,Cêré,Kehr',kehreter,keere,kereſt,kaͤrꝛe,kêrt,kaͤhren,kaͤhrte,gekaͤhret,kaͤhrete,kaͤhrt’,zerkerht"
Stahl,"Stahl,Stahles,Staal,Stal,Stahle,ſtal,Sthal,Stahls,stal,Stählen,Stahels,Stahl(,Stale,Stähle,Stals,Staͤhlen,Stahl’s,Staͤhlgen,ſtaal,ſtals,Stahl’,Sttal,Staͤhelin,Staͤhle,Staehelin,Stähelin,STAHL,STÆHELIN,STAEHELIN,STAEHLIN,Schtall,Stahll,Stahler,Staͤhlene,stâl"
fehlen,"fehlet,fehlen,fehlte,fehlete,fehlets,gefehlet,gefehlt,Fehlt,gefelt,Feldt,felt,fehlt,fehle,feldt,gfelt,fehlts,faͤhlen,fellt,Fellt,gefaͤhlet,gefellt,gefaͤlt,veld,fehleſt,fehln,faͤhlt,Felht,Fehlte,Fehlten,fehlten,fehlend,fehlst,fehlſt,fehleten,velt,Gfelt,fehlestu,Vellten,fehlt',fehltest,faͤhlet,Felten,gfehlt,Vellt,geſehlt,felten,ſehlt,fel’t,gefel’t,gefelet,Gefel’t,fel’t’,fehlet’,Fehlt’,fehlt’,Fehlts,Fehlen,felld,fehlẽ,geſehlet,felt',Gefehlt,fehlteſt,feldte,Vaͤlten,felete,fählen,fehlteſtu,fehle‘,zerfelt,gefaͤhlt,fehl’t,gefehl’t,gefählet,felte,fehlten;,velten,fehltet,fehltſt,faͤlten,FaͤLLt,Fehl’t,fehl’n,fehLt,Felſt,Felt,g’fehlt,fehlē,Veldt,fehlte;,Fehleten,fählet,faͤhleſt,faͤhle,Veldten,fehlt;,Fehleſt,fehlen;,Faͤld"
Ahn,"Ahn,obanes,Ahns,Ahn’,Ahen,anes,Ahn'"
Ahne,"Angen,Ahnen,ANNEN,Ahne,Aehne,Ahnes,ânes,anes"
Stuhl,"Stul,Stuhle,Stuhl,Stuͤle,Stule,Stuͤlen,ſtull,Sthul,Stuele,ſtul,ſtuͤhlen,Stuͤhlen,ſtuͤlen,ſtůl,Stůl,Stuͤele,Stuͤhle,Stuhls,Stühlen,Stühle,Stuhles,Stuͦl,Stuls,Stull,ſtuͤhle,ſtuhl,ſtuhls,ſtuͤhl,ſtuls,ſtuͤle,ſtuhle,Stühlens,Stüle,Stühl,Stuͤhl’,Stual,Stuͤhl,ſtules,ſtule,Stuͤlgen,Stohl,Stules,Stühl',ſtuelen,ſtuele,stul,Stülen,Stuol,Stuͤelen,Stühler"
lahm,"lahmen,Lahmen,lahme,lahm,lam,lahmer,verlahmen,lahmes,lahmem,lāhm,Lahme,Lahm,lamer,allerlahmſten,Lahmer,Lahmes,lahmſte,lahmſten,lahms,lahmeſten,verlahme"
Pfuhl,"Pful,Pfuhl,Pfule,Pfulgen,Pfuhles,Pfuhlen,Pfuhls,Pfuhle,Pfulen,Pfuhlin,Pfuhll,Pfuls,Pfúl"
Mühle,"Muͤhl,Muͤhle,muͤhlen,Muͤhlen,Mühle,Mühlen,Muͤlen,Mühl,muͤhle,mylen,myllen,Mühler,Mühle’s,Muhlen,Mylae,Muͤle,muhlen,Můhle,Muhle,muͤlen,muͤle,müle,muelen,Muelen,Muͤhlen;,Muͤhl',Myle,myle,Mylæ,muelle,mühle,Muelle,Moͤhlen,Mylen,Muͤhlin,Muͤhlẽ,muͤhl’,muͤhl"
Rohr,"Rohr,Rohrin,Rohꝛ,Rohre,Rohren,Rohrn,rohres,Rohrs,Rohres,rohrs,ROHR,Roͤhres,Roͤhrs,Obrohr,Roren,Rohrẽ"
Pfühl,"Pfuͤhle,Pfuͤl,Pfuͤle,Pfüle,Pfuͤhln,Pfuͤel,Pfuels,Pfuelen,pfuͤle,Pfühlen,Pfühl,Pfuͤhl,Pfühle,pfuͤhl,Pfuͤele,Pfuͤhls,Pfuͤlen,pfuel,Pfuͤhlen,Pfühles,pfuͤl,Pfuele,Pfuel’,Pfülen,pfuͤlen"
Hohn,"Hohn,Hohne,Hohns,Hohnes,Hoṅs,Hōhn,Hȫhn,Honn,honn,Hons,hohne,Hohn',hoon"
Kohl,"kol,Kohl,Coll,Kohl’,Kool,Chol,kōl,chol,Kol,Kohel,Koͤhl,Kohles,Kohls,koͤl,coll,Koll,Koͤl,COLL,KOHL,CHOLLS,Köhl[,kool,KOhl,Kolh,koll,Köhl,Köl,Kols,Kolhs,Koͤhls"
hehr,"hehre,Herrer,hehr,HERRER,Hehr,hehres,hehren,hehrſte,Hehrſte,hehrem,hehrer,hehrsten,hehrere,verhehren,hehrste,Hehres,hehreꝛ,heher,haͤhreſt,haͤhrſt,hoͤhreren,héhr,Hehre,Hehrer,Heraͤer,heerer,herem"
Wahn,"Wahn,Wahne,wahn,wahner,wahne,wahns,wahnen,Wahns,Wahnes,Wahner,Waṅ,wǟhne,Wahnen,wahnes,verwahen,Wohns,Wahnſ"
Pfahl,"Pfahl,Pfal,pfal,Pfahle,Pfaͤhlen,Pfähle,Pfaͤlen,Pfäle,Pfälen,Pfaͤle,Pfählen,Pfahles,Pfaͤhle,Pfale,Pfahls,pfahl,pfahle,pfale,pfales,Pfaͤhlgen,Pfals,pfall,Pfahlen,Pfahler,Pfahlers,pfahls"
Kehle,"Kehle,Kehlen,Kaͤhle,Cellen,Kele,Kaͤhlen,Keelen,Kehl’,Kaͤlen,kellen,Kehl',Kela,cellen,Kehlgen,kaͤlen,kêlen,Kähle,Kählen,Kihlen,Kelen,kaͤhlen"
Wahl,"Wahl,wahl,Wahlen,walen,waalen,wahlen,Wahlin,Wahlen‘,obwahl,wahlin"
Strahl,"Strahlen,Stralen,Strahl,Strahls,Strahel,Straalen,Strall,Stral,Strales,ſtrahl,Strahles,stralen,Strāhlĕn,Strāhl,Straln,Strahlles,Strálen,Strals,Strahl’,Stꝛalen,Stralẽ,ſtralẽ,strahl,Stralẽ,ſtraalen,Stra(h)l,Strahl(en),Stꝛahlen,Strahl’n,Strahlen;,STRAHLEN,Strahln,Strahlẽ"
wahren,"wahren,wahreſt,wahrt,wahret,wahr’t,wahꝛen,wahreſtu,wareſtu,Wahr,Wareſtu,Waher,Wahrt,wahrſt,wahr’ſt,wahrde,wahrend,wahrten,wahrtn,wahrte,Wahren,Wahrten,Wahrend,warend,wahrẽ,wåhren,wahꝛẽ,wahrden,wahrt’,wahrets,Wahrete,wahrst,Warendt,Wahrhtit,Waar,Wahr[,Wahret,wahrete,Wahrte,wáhrend,Wahr’,wāreſtu,Wahr',wahrd"
Fahne,"Fahne,Fahnen,Fahnẽ,Fahn’,fahnen,fahne,Fahn',Fanen,FAhnen,Vanen,fahnẽ,fanen,Fahni,Fahnes,vanen,Fuhne,Vahne,Phanaͤ,Fanne,fanne"
Hahn,"Hahn,Hahnen,Hann,Hahnẽ,Hahns,Hähne,Haͤhne,hahn,hån,Hahne,hân,Hahnes,hâ'n,Hähnen,Haͤhnen,Haͤhn,hann,Hane,Hañ,Hahnens,Haͤnen,Hehn,hahnen,hanes,Hahn’s,HAHN,hanns,Hähn',Haͤhnern,HAHNENS,verhan,han',haͤnen"
mahnen,"Mahnet,mahnet,mahnen,mahnt,mahnte,Mante,Mahnt,Mahnte,manen,mahnten,mahnete,Maanen,mahnſt,mahnts,mahnst,mahne,Mahne,Mahnten,manten,mahn,Maand,Mahnſt,maͤhnt,mahneten,Manteen,mahneſt,mahnteſt,mahntet,mahntſt,Mahnend,Mahnete,Mandt,mahn',Manthe,MANT,mânt,mânen,mahnd,mahnden"
Kohle,"Kohlen,kolen,Kolen,Kole,Kohle,chole,Chole,Kohln,Kohlē,Koͤhle,choleæ,Köhle,Kolle,Kohli,kole,kolle,Koole,koole,Kohlẽ"
Muhme,"Muhmen,Muhme,Muhm,muhme,muhmen,Muͤhmgen,Muhmgen,Muhm',Muhm’,Muͤhme,muͤhmgen"
Bahre,"Bahre,Baare,Bahren,Baaren,bahre,Baͤhre"
dehnen,"dehn,Dehn,dehnen,gedaͤhnet,gedoͤhnet,denten,doͤhnt,dehnet,dehnte,dehnt,gedehnt,Dehnt,dehnten,Dehnet,dehnend,dehnteſt,tehn,denſt,daͤhnet,dehne,Dehnte,gedennt,Dehnten,dentet,gedehnet,gedehn’t,Gedehnt,dend,doͤhnete,dehneten,dehnete,Daͤhne,dehneſt,denet,dehnt',dehnſt,denete,dähnte,daͤhnt,Dehnen,dehntet,dehnts,dehntſt,Dehne,Denſt,DENTEN,dent’,dehnt’,dehnst,daͤnte,dentée,gedoͤhnt,Daͤhnete,Daͤhnet,gedaͤhnt,dehn’,Dehneten,verdehnt’,gedenet"
Zähre,"Zaͤhren,zaͤhren,Zeeren,zaͤhꝛen,Zaͤhrgen,Zaͤhꝛen,Zähren,Zaͤhr,Zähre,Zaͤhre,Zaͤren,zaͤren,zähre,Zaͤhr’,Zaͤhr',Zaehr,zähren,Zaͤhrẽ,zaͤhrgen,zaͤhre"
Mahl,"Mahle,Mahls,Maͤhler,Maͤhlern,Mähler,maͤhler,maͤhlér"
stehlen,"ſtehlen,geſtohlen,ſtehle,geſtolen,ſtahl,ſtiehlt,Stehl,ſtahlen,Gestolen,gestohlen,stehlen,ſtehlt,Stiehlt,ſtehln,ſtiehlſt,verſtehlen,Geſtohlen,ſtehl,g'ſtohlen,Stehle,ſtehlet,ſtoͤhle,ſtelet,geſtohlē,geſtoln,geſtölen,ſtöhle,geſtolẽ,verſtahl,stahlen,stehlt,stahl,stiehlt,stahelen,Stalen,ſtahle,ſtiehlet,stehlend,stāhl,ſtehl’,ſtiehl,ſtiehleſt,ſtehlẽ,ſtelt’,ſtalen,ſtahleſt,stehlen‘,ſtalt,ſtehleten,Stahlen,gestolen,verſtahlt,Stiehl,ſtoͤhlen,geſtohln,ſtahl’t,stehl,stehle,Gestohlen,geſtohl’n,ſtahlt,verſtahlen,ſtahlens,verſtahleſt,ſtahlet,ſtahlſt,verſtahlſt,ſtehleſt,ſtehlts,stiehlt's,ſtahl’n,geſtohlẽ,ſtehlend,stiehl,stahlt,geſtoln̄,stalt,Stahlst,Stahln,ſtahlern,gſtohlen,stahlenen,stahle,Stehlts"
Mähre,"Maͤhren,Maͤhꝛen,Maͤhre,Mähre,Maͤhrgen,Mährgen,Mährin,Maͤhrẽ,Maͤhrn"
hohl,"hohlen,hohl,holes,hohle,Hohle,hohler,hohlem,hohles,Hohles,hohl’,holer,hohleſt,holem,hohlſten,Hohler,hohln,hohl',hohlens,hohls,Holſte,hohlſte,hohligen,ho̱hler,hohlste,hoͤhlere,hoͤlere,hohleſte,hohlern,Holste,Hohlere,holicht"
zehren,"zehret,zehr,zehren,zeeren,zer,zehrt,gezehrt,zehrte,zehrſt,zeren,zehre,zehrten,zehrt’,zaͤhret,zeer,zehretẽ,Zaͤre,gezehret,zeré,zehern,zaͤre,zerten,z.E.er,Zehrte,zehrete,zehrend,zehreſt,zehrteſt,zehrtet,zehrt’s,Zehren,zeꝛ,zerzehren,zerzert,zehers,zehr',zere,zehr’n,zerzehret,zeheren,Zehret,zêren"
Bohle,"Bohle,Bohles,Bohlen,Böhla,Böhle"
ahnen,"ahnte,ahnet,geahnet,ahne,anthen,ahn,anthet,ahnen,ANNEN,ANnen,ant,Añen,angen,Antee,geahnt,andten,ahnt,ahnete,ahnten,géant,ahnde,Ahndeſt,ahnſt,ahneſt,an’t,gahnd,Geant,Anten,Géant,ahndt,ahnest,ahnst,ahnt',anten,Ahnſt,Ahnt,Aanen,Ahnte,ahnet’s,ahneten,ahn’,andt,ahntet,angẽ,aneth,Ahnt’,andte,ahnts,Ahnten,Anthen,Geahnt,ahnteſt,ahnt’,anth,Ahnet,Ahnter,Ahntes,Ahntet,Ahnts,Anſt,annten,Anteſt,annteſt,Antet,Geahnet,ahnet's,Ahnert,ahnet',ahnets,Ahnet',ahn',ahnt's,ànt,ahndte,geannnt,Antheen,geant,Anst,#hne,ahntest,Ahnen,ahntete,antegen,anſt"
Mehl,"Mehl,Mel,mel,Mehls,Mehle,Mehles,Mihl,Maͤhlen,Meels,Mehl=,Meeles,Maͤhle,meles,mehls,meels,mihleſ,Mählen,Melnn,Meehl,Maͤhls,mels,Mel’,Melen"
Lehne,"Lehnen,Lehne,Laͤhnen,Lehn',Lehene,Lehn’"
ihn,"ihn,Ihn,jhn,hn"
Ähre,"Aehren,Aehre,aͤhren,Ähren,Ähre,aͤhrene,Aeren,Ären,aͤren,aeren,æhere,ähren,Aehrẽ,Aehr’"
mahlen,"mahla,mohlt,mahlteſt,mahleſt,gemahlen,Mahlten,gemalen,mahlẽ,mahleten,mahlend,mahl’,mahlt’,mahlẽ,Gemahlen,mahl',allzumahlen,mahlt',Gemaͤhlen,mahl’t,mahlts,mahltens,mahltet,mahltſt,gemal[en],mahlst,mahl’ſt,mahlin,Gemählen,Mahlt',mahlgen"
stöhnen,"ſtoͤhnen,geſtoͤnet,ſtoͤhne,ſtoͤhnt,ſtoͤhnet,ſtoͤnen,ſtöhnte,ſtöhnten,ſtöhnſt,Stöhnt,ſtöhnt,ſtöhnen,Stöhnend,stöhnen,stöhnte,gestönet,verſtohn,stöhnt,ſtöhnts,stöhne,ſtoͤhnt’,ſtöhnteſt,ſtoͤnet,stöhnete,ſtöhnet,geſtöhnt,Stöhnet,gestöhnt,stöhnten,stoͤhnte,Geſtoͤhnt,ſtoͤhnte,ſtöhne,ſtoͤhnten,ſtoͤhnteſt,Stoͤhne,Stoͤnen,verstöhnt,stoͤhnt,ſtöhnt's,ſtoͤhneſt,ſtoͤhnt',Stoͤhnet,Stöhnte,ſtöhnt’s"
gehl,"Gehlerin,Gehlers,gehligen,gaͤhlen,gelest,Gehlens,gehler,gehehlen,gehelen,gehehlẽ,geelen,gehl,geelem,geeler,gehle,Gehler,Gehleri,gehlen,Gehle,gelern"
Kahn,"Kahn,Kahne,Kähnen,Kahnes,kahn,Kähne,Kaͤhne,Káhn,Kaͤhnen,Cahns,Kahns,kan’s,Kahn',kaͤhnen,Kaehnes,Kahnis,kahne,kähnen,KAhn,kanes,Kaͤngen"
wühlen,"gewuͤhlet,gewuͤhlt,wuͤhle,wuͤlet,wuͤhlen,wuͤhlet,wühlte,wühlen,wühlten,wühlt,gewühlt,wühl’,Wühlt,wühlet,wühlend,wühle,wühlſt,wuhlet,wuhlen,wuelen,wuhlete,wǖhlt,wühl',wuͤhlt,wült,Wühle,wuͤhlten,wuͤlen,wuͤl’te,wuͤhlend,Wuͤhlt,Wuͤhlt’,wühlt’,wühlt',wühltet,wuͤhlte,Wühlt',wuͤhln,wuͤhleſt,Wuͤhlet,wuͤhlete,wuͤhlẽ,Wühl’,wuͤle,wuͤleſt,wuͤlſt,wůhlend,wuͤlt,Wuͤhlſt,wuͤhleten,wuͤlte,Wülen,wuellen,wühlete,wuͤhlt’,wuͤhlteſt,wuͤl,wuͤltu,wül,wuͤltſtu,wuͤltſt"
fahl,"fahl,Fahl,fahlen,fahles,fahlem,fahle,Fahler,fahler,Phaleres,Fahle,Fahles,Phalereer,Faͤhleren,Phaleren,fahlste,falem,faͤhleren,Fahlern,ſåhler"
Bühne,"buͤhnen,Bühne,Bühn',Bühnen,Buͤhne,Buͤhn,buͤhne,Buͤnen,Buͤhnen,Buͤhn;,Buͤhn’,bynen,buͤhn,Buͤne,Bynen,Buͤna,Bühn,bühne"
Ruhr,"Ruhr,ruhr,Rur,růhr,růhrs,rur,Ruhre,Ruhr;,Růhr,ruhꝛ,Ruhꝛ"
zahm,"zahme,zahmen,Zame,zahm,zahmes,Zahmen,zammen,Zahmes,zahmer,zamen,zameres,Zahme,zam,Zahm,zahmſten,zahmſte,czamen,zahmem,zahmeren,allerzahmſte,zahm’,zam̃en,Zahmer,zames,zame,zahmeſten,Zames,zamer,zahmsten,zam’,zahmere,zahmers,zahms,tſamen,allerzahmeſte,zamem,zahmern,ZAhme"
kahl,"kale,kahl,kalen,kahle,kahles,Kahle,kahlen,Kahler,kallen,kahler,Kawélé,kalé,kahlem,Kahlen,kahlſte,Kahl,Cahla,kaal,Kahlens,kahlsten,call,kaalen,Kahles,kahleſten,kahleres,Callen,kalern,Kalenh,kahlſten,kahlern,Kaal"
Lehm,"lem,Lehm,Lemb,Lehmen,Lem,Lehem,lehem,Lehms,Lehmes,lehm,Löhme,LEMM,Leem,Lehme,Lehmer,verlehmen,Läm,LEM"
prahlen,"pralen,prahlet,prahlen,geprahlet,prahlt,prahlte,prahlſt,prahle,pralet,prahleten,prahlten,prahlt’,pralete,pralt,geprahlt,gepralet,Prahle,praleten,Prahlt,prahlend,prahlete,prahl’,prahltet,pralend,prahl,pralten,prale,praleſtu,praleſt,Pralt,verprahlt,verprale,verpralen,verpraleſt,verpralet,pralſt,verpralſt,verpralt,verpralte,verpralten,verpraltens,pralteſt,verpralteſt,praltet,verpraltet,praltſt,verpraltſt,verprahlte,prahlst,Prahlſt,Prale,pral’t,praln,Prahlet,prahlt',prahl’t,Prahlend,prahlteſt,prahleſt,prahlts,prahlest,pralt’"
Sühne,"Suͤhne,Sühne,Sühnen,Sünen,Suhne,Suͤhnen"
Rahm,"Rohm,Rahme,Rahm,rams,Rahms,Rahmes,Roͤhm,Rambs,Rohms"
Strähl,"Strael,Strähl,Strehl"
bohren,"bohren,bohre,Bordten,Bohre,bohrte,bohrt,gebohrt,bohrend,bohr,borſt,böhren,bohrten,bohret,boren,gebort,borst,bohrete,Bohrt,gebohret,boret,Bohrend,Bohrte,borten,gebohꝛt,geboret,geboͤhrt,Bohres,bohreten,Böhrt,boͤhren,bohreſt,bohrſt,bohrteſt,bohrtet,geboͤhret,Bohrſt,borſt’,Borthen,bohr’,borꝛen,bohꝛet,Boorten,bort',Bohret"
Bühl,"beuehlen,Buͤhel,buelen,buele,bühl,Bühel,Buͤhl,Buͤhls,Bühl,Puͤhl,Buele,Buelen,Buͤhelen,Buͤhlen,Buͤhels,Bühels,buͤhl"
gähnen,"gend,gaͤhnen,gähnten,gähnt,gähnte,gähnen,gähne,gähnend,gaͤhnte,gent,Genth,gaent,Gähnt,jähnen,gegähnt,gaͤhnten,gaͤhnt,gaͤhnend,gähnet,jaͤhnen,geendt,gennt,Gaͤhnes,Gaͤhnt,gaͤhnet,Gend,gegaͤhnt,gaͤhnſt,Gähnte,gaͤhne,gaͤhneſt,gaͤhnteſt,gaͤhntet,gaͤhntſt,gähnſt,Gentt,gähnt',gegaͤhnet,geent,jaͤhnet,Gaͤhnend,Gaͤhnt’,Gaͤhn’,vergaͤhn"
Mohn,"Mohn,Mohns,Mohne,Mohnes,mohn,mohne,Mohnen,moͤhne,Moͤhn,mohnen,Mo[n,Monen,Möhn,Moͤhnen,Mohner,Mohen"
Ahle,"ahlen,Ahlen,Ahl’,Ahle,ahle,Aehle"
Bohne,"Bohnen,Bohne,Boͤhne,Böhne,Boͤhnen"
Rahmen,"Rahmen,Ramen,Rahmens,Ramens,rahm,ram,RAHMEN,rahmens"
Sehne,"Sehne,Saͤhne"
Fohlen,"Fohlen,Fohlens,Verfohlen"
Kuhle,"Kuhl,Kule,Kuhle,kůhlen,kůhle,Kulen,KUHL,Kuhlen,kule,kuhlen"
Föhn,"Fuͤhnen,Föhn,Föhne,Fühnen,Föhnes,Foͤhn,Föhns,FÖHN"
Mähne,"mene,Mähne,Mähnen,menne,Maͤhne,Menne,Maͤhnen,maͤhne,mähne,Mehne,meně,Maͤnen,Mænen,Mehnen,Maenen,Maͤne,mené,Mennaͤ,Mennæ"
ähneln,"ähnelten,ähnelt,ähneln,ähnlichte,ähnlichten,ehnlichte,ähnelte,ähnelnd,änelt,äneln,geänelt,geähnelt,aͤhnelten,aͤhneln,änelten,Aenelt,ähnlen,Aehnelt,Ähnelt,ähnele,ähnle,aͤhnlichte,aͤhnlichten,aͤhnlen,Æneld,aͤhnlicht,aͤhnelte,aͤhnelt,aͤhnelnd,ähnlicht,ähnl,geaͤhnelt,aͤhnelſt,Aehneln,Ähnl"
Sohle,"Sohlen,Sohle,Soͤhle,Söhle"
