lemma,wordforms
behagen,"behaget,Behage,behagt,behagen,behagte,behagten,behaagd,behage,behag’t,Behagt,behagete,Behaͤge,behagn,behagẽ,behagteſt,behagtet,behagts,behageſt,behag,behagt',behagẽ,behagt’,behegte"
Wehetag,"wehetage,Wehetage,Wehetagen,wehetagen,Wehetag"
beharrend,"beharrenden,Beharrende,beharrende,beharrender,beharrendes,beharrendem,beharrend"
Oehlbaum,Oehlbaum
hohepriesterlich,"HohenPriſterlichen,Hohenprieſterlichen,Hoher-Prieſterlicher,Hoheprieſterliche,Hoheprieſterlich,Hohenprieſterliches,hohen-prieſterlichen,hohenprieſterlichem,Hohenprieſterlichem,hohenprieſterlichen,hohenpriesterliche,hohenpriesterlichen,Hoheprieſterliches,Hohe-prieſterlichen,Hohenprieſterliche,Hohen-Prieſterlich,Hohe-Prieſterliche,hoheprieſterlich,hoheprieſterliches,hohepriesterlichem,hohe-prieſterliche,hoheprieſterliche,Hohen-Prieſterlichen,Hohes-Prieſterliches,Hohenprieſterlicher,Hohen-prieſterlichen,Hohenpriesterlichen,hohepriesterliche,hohenprieſterliches,hohenprieſterlicher,hohenprieſterliche"
Huhnerei,"Huͤnerey,Huͤhnereies,Hühnereies,Hühnereier,Hühnereiern,Hünereyes,Hünerey,Hünereyer,Huͤnereyes,Huͤnereyer,Huͤhnereyern,Huͤhnereier"
Hohkirche,Hohkirche
wohlberufen,"wohlberuffenen,wohlberufen,wohlberufene,wohlberufenen,wohlberufenſten,wohlberuffenem"
wohlgeplagt,"wohlgeplagten,wolgeplagten,wolgeplagte,Wolgeplagte,wolgeplagter,wolgeplagtes,wohlgeplagtes,wohlgeplagte,wohlgeplagt,wohlgeplaget,wolgeplagete,wohlgeplagter"
mehrgedenkt,"mehrgedachte,mehrgedachten,mehrgedachter,mehrgedachtem,mehrgedachtes,Mehrgedachter,mehrgedachtẽ,mehrgedacht"
Lehmannjn,LEHMANNJN
Lehmann,"LEHMANN,Lehmann,Lehmanns,Lehmann’s,Lehmann's"
wehgeklagt,wehgeklaget
Mahlschatz,"Mahlſchatz,Mahlſchatzes,Mahlſchatze,Mahlſchaͤtze,Mahlschatz,mahlſchatz"
Rohrdommel,"Rohrdommel,Rohrdom̃el,Rohrdummel,Rohrdomel,Rohrdommeln,Rohrdommels,Rohr-Dommel,Rohr-Dommeln"
gehren,"geher,geehrst,vergehr,gerhret,gaͤhren,gährte,gährt,gähren,gerend,gährten,Gehrt,verhert,gehrt,gaͤhrt,gährend,gehren,gert',verher’t,Gaͤhren,verheren,gaͤhrend,gehehret,gehr,gaͤhre,geeren,gegehrt,verhere,gaͤhrte,gerſt,gähre,gereſt,gehre,gehrſt,geehreen,gaͤhrſt,geherten,vergeher,gehêret,geherden"
rahenden,rahenden
Wahrsager,"Wahrſager,Warſager,warſager,wahrſager,Wahrſagern,Warſagern,wahrſagers,Wahrsager,Warſagers,Wahrſagers,Wahrsagern,Wahrsagers,warſagers,Warsager,Wahrsagerer,Wahrsagere,Warsagern,warsager,wahrsager"
jehlinger,jehlinger
Jehling,jehling
jehlingen,jehlingen
wohlgefaßt,"wolgefaſſet,wolgefaßten,wohlgefaßtem,wohlgefaſſete,wolgefaſſete,wohlgefaßten,wolgefaßte,wohlgefaßte,wolgefaßtes,wolgefaſſte,wohlgefaſſeten,wohlgefaßtes,wolgefaſſeten,wolgefaſſetes,wohlgefaßter,wolgefaßter,wohlgefaſſt,wolgefaſſter"
wohlbestallt,"wolbeſtallt,wolbeſtallten,wolbeſtallter,wohlbestalltes,wohlbestallten,wohlbestallter,wohlbeſtallte,wohlbeſtalltem,wohlbeſtallten,wohlbeſtallter,wohlbeſtallt,Wohlbeſtallter,wohlbeſtalltes,wohlbeſtallts,Wohlbeſtallten,wolbeſtallte"
Johannesgeorgius,JohannesGeorgius
Wehestand,"Weheſtand,Weheſtandes,Wehestand,Weheſtande,Weheſtands"
wohlgütig,wolguͤtige
kehlen,"kehle,kelt,kaͤhle,kela,gekehlt,kehlet,kehlen,kele,Celeſt’,kehlten,kehl,kel,ckelt,gekaͤhlt,ckel"
Zehenderley,zehenderley
fahrend,"fahrenden,farender,Fahrenden,fahrende,Fahrende,farend,fahrender,fahrendes,Fahrendes,fahrend,farende,farenden,fahrendem,fahrẽde,fahrends,FAhrende"
Lahmen,"Lahmen,lahmens"
bahn,Bahn
Bohn,"Bohẽ,Bohn,Bohn;,BOHN"
Daherümb,daheruͤmb
Mahannaim,Mahannaim
Lehrhafftig,"Lehrhafftig,lehrhafftig"
wohlerziehen,"wolerzogene,wohlerzogene,wohlerzogener,wohlerzogne,wohlerzogen,wolerzogenen,wohlerzogner,wohlerzogenſten,wohlerzogenen,wohlerzognen,wohlerzogenſte,wohlerzogensten,wolerzogen,wolerzogne,wohlgezog'ner,wohlerzogenes,wolerzogenes,wolerzognen"
Jehovam,Jehovam
Ruhmrettich,"Ruhmrettigen,ruhmrettich"
wohlbestälte,wohlbeſtaͤlte
gehöret,"gehoͤret,gehöret"
Hoheschul,"Hoheſchul,hoheSchul,hoheſchul,HoheSchul"
jahren,"Jahren,jahren"
cohortibus,cohortibus
dehumberto,deHumberto
bohemvs,Bohemvs
cohibentur,cohibentur
Johane,"JOHANES,Johane,Johanes,Johãnes"
Ruhbetelein,"Ruhbetlein,ruhbetlein,Ruhbethlein"
nihilum,"nihilum,Nihilum"
mahlen,"mahla,mohlt,mahlteſt,mahleſt,gemahlen,Mahlten,gemalen,mahlẽ,mahleten,mahlend,mahl’,mahlt’,mahlẽ,Gemahlen,mahl',allzumahlen,mahlt',Gemaͤhlen,mahl’t,mahlts,mahltens,mahltet,mahltſt,gemal[en],mahlst,mahl’ſt,mahlin,Gemählen,Mahlt',mahlgen"
Sahl,"Sahl,Sahls"
Ruhkämmerlin,Ruhkaͤmmerlin
Hahnenschrei,"Hahnenſchrey,Hanenſchrey,Hanenſchreys,Hahnenſchrei,Hanenschrey,Hahnenschrei,Hanen-ſchrey,Hanen-Schrey,Hahnenſchrei'n,hanenſchꝛey,Hahnenſchreyes,Hahnen-Schrey"
Wohlluft,Wolluft
wohlgemacht,"wolgemacht,wohlgemachten,wolgemachte,wohlgemachtes,wohlgemachte,wohlgemachter,wohlgemacht,wolgemachten,wolgemachter,wolgemachet,wolgemachtes"
cohabitatio,cohabitatio
vehiculo,"vehiculo,Vehiculo"
wohlgetreten,wolgetreten
Ruhestelle,"Ruheſtelle,Ruheſtellen,Ruhestelle,Ruhestellen"
Ruhbettlin,"Ruhbettlin,ruhbettlin"
Ruhstell,"Ruhſtell,ruhſtell"
Lahnen,lahn
Nehrne,nehꝛne
Ruhestadt,"Ruheſtaͤdte,Ruheſtadt,Ruheſtädte,Ruheſtaͤdt"
Gehorsamblech,"gehorſamblich,gehorſamblichen,gehorsamblichen,gehorſambliches"
vehementia,"vehementiâ,vehementia,vehemẽtia"
wohllöblich,"Wohlloͤblichen,wohlloͤbliche,wohllöblichen,wohlloͤblichen,Wohllöblichen,Wohllöbliches,wohllöbliche,Wohllöblicher,Wohllöbliche"
Johannen,"Johannen,Johannẽ,Johañen"
gehöhlt,"gehoͤhlte,gehölten,gehöhlte,gehöhlten,gehoͤhlten,gehöhlter,gehoͤlten,gehöhltem,gehoͤhlter,gehoͤltes,verhoͤhlter,gehoͤleten,gehoͤlete,gehoͤhleten,gehöhlert,gehoͤletes"
Wahlspruch,"Wahlſpruch,Wahlſpruchs,Wahlspruch,Wahlſpruche,Wahlspruchs,Wahlſprüche,Wahlsprüche,wahlſpruch,Wahlspruche,Wahlspruches,wahl-ſpruch,Wahl-ſpruch,Wahlſpruͤche,Wahlſpruches,Wahlsprüchen,Wahlſprüchen"
Iohannem,"Iohannem,IOHANNEM"
roh,"rohem,rohe,rohen,roher,Rohen,Rohe,roh,rohes,roheren,Roheren,roheſte,roheſten,roheste,rohere,roppen,rohesten,rohn,Roher,roheſter,roherer,Roheſte,roh’,allerroheſten,roh;,rohern,rohsten,rohste,Rohern,Roheſten,roheres,Rohi,rohſt,rohſten,rohſte,rohester,rohster,R)ohn,roherem,allerrohesten,Roheste,Rohſten,rohſter,Rohere,roheſt"
Wehren,"wehr,wehrens,Wehꝛen,wehꝛ,werens,Woͤhren,Wehren"
Ruhestetlein,Ruheſtetlein
Beheltnüs,beheltnuͤs
Lehenleut,Lehenleut
iohannis,"IOHANNIS,Iohannis,Johannis"
cohonestans,cohoneſtans
cohibere,cohibere
Wah,"wah,Wah"
Behalten,"Behalten,behaltens,Behalts,behalts,Behaltens"
Wohlgelehrte,"Wolgelaͤhrte,Wohlgelehrten,Wolgelehrten,Wolgelehrte,Wolgelaͤhrten,Wolgelehꝛte,Wolgelehꝛten,Wohlgelehrter,Wolgelerter"
Beherziger,behertziger
Gehenklein,gehencklin
Gehenk,"gehencke,Gehencke,Gehenk,Gehenke,gehenke,gehenck,Gehenck,gehencken,Gehencken,Gehenken"
wohlbetragen,wolbetrachten
gehl,"Gehlerin,Gehlers,gehligen,gaͤhlen,gelest,Gehlens,gehler,gehehlen,gehelen,gehehlẽ,geelen,gehl,geelem,geeler,gehle,Gehler,Gehleri,gehlen,Gehle,gelern"
sohes,Sohes
Bahurim,Bahurim
Zahljahr,Zahljahre
Zahltag,"Zahltage,Zahltag,Zahltagen,Zahltages"
Ruhestattlein,"Ruheſtaͤttlin,Ruheſtaͤttlein,Ruheſtettlein"
Dehnleidtragende,denleidtragenden
Wohllocke,wollocken
Kahn,"Kahn,Kahne,Kähnen,Kahnes,kahn,Kähne,Kaͤhne,Káhn,Kaͤhnen,Cahns,Kahns,kan’s,Kahn',kaͤhnen,Kaehnes,Kahnis,kahne,kähnen,KAhn,kanes,Kaͤngen"
Wohlawischen,Wohlawiſchen
Wohlverdientenpfarrer,WolverdientenPfarrErn
zuhandeln,"zuhandeln,zuhandlen,zugehandelt,zuhandelen"
zuhause,"zuhauſe,zuhauß,zuhause,zuhaus,zuhauſ’,zuhaus’"
wohlawischen,"Wohlawiſchẽ,Wohlawiſchen"
Mohrin,"Mohrinnen,Mohrin,MORIN,Morin,Morinnen,Mohrinne,Mohrinn,mohrigen"
Ruhmwürdigkeit,"ruhmwuͤrdigkeit,Ruhmwuͤrdigkeit"
lehrbrieff,Lehrbrieff
Lehnhaus,"Lehnhauß,Lehnhaͤuſer"
Fehringen,Vehringen
Wehrstein,Wehrſtein
Johannß,Johannß
johannitici,Johannitici
veheretur,veheretur
wohlicusq,"Wohlicusq́,Wohlicusq"
johanneae,"Johannéæ,Johanneæ"
vehat,"vehat,vehãt"
Dahm,"dahm,Dahm"
hohmuth,Hohmuth
Wohlauferziehen,wolaufferziehen
zuhanden,"zuhanden,zuhandẽ,zuhaͤnden,zuhandẽ"
wohlbetuen,wolbetawen
cohortor,cohortor
mihite,MihiTe
dahinter,"dahinder,darhinter,darhinder,dahinter,Dahinter,Darhinder,Darhinter,derhinter"
wohlausgesinnen,"wohlausgeſonnene,wohlausgeſonnenen,wohlausgeſonnener,wohlausgeſonnenes,wohlausgesonnen,wolausgeſonnene,wolausgeſonnenen,wolausgeſonnen"
Kehrberg,"Kehrberg,Kerberge"
Rohling,"Roͤlingen,Roͤhlings,Röhling,Rohling,Roͤhling,Rolingen,Rolinger,Roling"
nihilonihil,nihilonihil
fahl,"fahl,Fahl,fahlen,fahles,fahlem,fahle,Fahler,fahler,Phaleres,Fahle,Fahles,Phalereer,Faͤhleren,Phaleren,fahlste,falem,faͤhleren,Fahlern,ſåhler"
wehklagend,"wehklagende,wehklagenden,wehklagendem,wehklagender,wehklagend,wehklagendes,Wehklagend"
cohibe,cohibe
gehauen,"gehauenen,gehawenen,gehawene,gehauene,gehauener,gehauenes,gehauenem,Gehauenes,gehaunes,gehaune,gehaunen,gehauner,gehauwene,gehauenẽ,gehawenes,Gehaunen,Gehauene"
gehenna,"gehenna,gehennã,Gehennã,Gehenna,gehennâ"
Johannissen,Johanniſſen
Wehklage,Wehklage
Ruhmrätigkeit,Ruhmraͤtigkeit
Ruhmsucht,"Ruhmſucht,Ruhmsucht"
Hohel,Hohel
wohlgestellt,"wolgeſtellt,wolgeſtelleter,wohlgeſtellet,wolgeſtellte,wohlgestellte,wolgeſtelleten,wolgeſtelltes,wohlgeſtelltem,wolgeſtellten,wohlgeſtellte,wohlgeſtellter,wolgestellten,wolgestellte,wolgestelltes,wolgestellt"
wohlartig,"Wohlartigen,wolartige"
Ruhsamkeit,"Ruhſamkeyt,Ruhſamkeit,Ruheſamkeit"
Ruhr,"Ruhr,ruhr,Rur,růhr,růhrs,rur,Ruhre,Ruhr;,Růhr,ruhꝛ,Ruhꝛ"
Hohersinn,hoherSinn
Weheit,Weheit
lohann,lohann
Gehan,"gehan,Gehan"
rahele,Rahele
Rahelis,Rahelis
rahelis,Rahelis
Wehesten,"weheſten,wehesten"
rahel,"Rahel,rahel"
wohlgemehlt,Wohlgemelte
Wohlgeziehenheit,"wohlgezogenheit,Wohlgezogenheit"
wohldienend,Wohldienenden
mehrmalig,"mehrmahliges,mehrmahligen,Mehrmalige,mehrmaliger,mehrmaligem,mehrmaliges,mehrmalige,mehrmaligen,mehrmahlige,Mehrmaliger,mehrmahliger,mehrmalig,mehrmahligem,mehrmaligere"
Sehende,"Sehenden,Sehende,Sehender,Sehendes"
Nehemiae,Nehemiæ
Johova,Johova
Nehemiam,Nehemiam
nehemiä,Nehemiaͤ
wohlgebaut,"wohlgebautes,Wohlgebauet,wohlgebauetes,wolgebawtes,wohlgebauten,wohlgebaute,wohlgebauter,wolgebaueter,wohlgebauete,wohlgebaut,wolgebauten,wolgebaut,wohlgebaueten,wohlgebauet,wolgebawten,wolgebautes,Wohlgebaut,wolgebaute,wohlgebaueter,wolgebauet,wolgebauetes,wolgebauter,wolgebaueten,wolgebauete,wohlgebauteſte,wohlgebauteſten"
wohlgelegen,"wohlgelegenes,wolgelegner,wohlgelegener,wohlgelegen,wolgelegenen,wolgelegene,wohlgelegnen,wohlgelegenen,wohlgelegene,wolgelegen,wolgelegenem,wohlgelegne,wolgelegener"
Nehemiä,Nehemiaͤ
wohlgetreffen,"wohlgetroffenen,wohlgetroffnen,wohlgetrofne,wolgetroffenes,wohlgetroffene,wohlgetroffen,Wohlgetroffen,wohlgetroffenes,wohlgetroffne,wolgetroffenen,wolgetroffne,wolgetroffene"
wohlansehnlich,"wohlanſehnlichen,wohlanſehnlich,wolanſehnlichem,wohlansehnliche,wolanſehnlichen,wolanſehnliche,Wohlanſehnliche,wohlanſehnliche"
Dohn,"Dohn,dohn"
Fuhr,"Fuhr,Fůhr"
jahrhochgeliebt,Jahrhochgeliebt
Behaltnüsses,Behaltnuͤſſes
Wahrsagung,"Wahrſagungen,Warſagung,wahrſagung,Wahrsagung,Wahrsagungen,Wahrſagung,Warſagungen,Wahꝛſagung,WAhrſagung"
Behendigkeit,"Behendigkeit,behendigkeit,Behendigkeiten,behendigkeiten,behindigkeit,behendigkeyt"
dohna,Dohna
Gehülsin,Gehuͤlſin
Gehässige,"Gehaͤßigen,Gehässige,Gehaͤſſige,Gehaͤßige,Gehaͤßiger,Gehäſſige,Gehaͤſſigen,Gehässigen"
jeher,"jeher,jehör’,jehr,ieher,HJeher,Jher,jehero,Jehr,ih(eher)"
Zahlung,"Zahlung,zahlung,Zalung,Zahlungen,Zahlungs,zalung,zalungen,Zahlunge,zahlungs,ZAhlung,zahlungen"
sehnuches,ſehnuches
behutsam,"behutſam,behutſamer,behutsamer,behutsam,behutſamen,behuͤttſam,behutsamen,behutſamem,behutſamere,behutſame,behutsamsten,behutsamste,behutſem,Behutſam,behuetſamern,behuhtſamer,behuhtſam,behuhtſamſte,behutſahm,Behutsamste,behutſames,behutſamſte,behutſamſten,behutsamem,behutsames,behutſameres,behuthſam,behutſamb,behutsame,BEhutſam,Behutsam,Behutsames,behuttſam,behuttſamer,allerbehutſamſtes,behuͤtſamb,behuͤtſam,behutfam,behuetſamb,behuthſamer,behutſammer,Behutſamb,allerbehutſamſte,behutsamere,behuͤtſamer,Behutſamen,Behutſamſten,behutſameren,behutſamerer"
Wohlmeinung,"Wolmeinung,Wohlmeinung,wolmeinung,wolmeynung,Wolmeynung,Wohlmeynung"
lehnend,"lehnende,lehnenden,lehnend,lehnender"
Dehurgicu,dehurgicũ
Jahrestag,"Jarſtag,Jahrestag,Jahrestage,Jarstag,jahrstage,Jahrestages,Jahrs-Tag,Jahrestagen,Jahrestags,jarstag"
Beheg,beheg
Hehlen,"hehl,Hehlen,Heelens,Hehlens"
Zehnklappe,"zeenklappen,Zeenklappen,Zehnklappen"
cohaerentiam,"Cohærentiam,cohaerentiam"
Fehlbitte,Fehlbitte
Johne,"Johnes,Johne"
Wahlfahrt,"Wahlfahrt,Wahlfarthen,Wahlfarten,wahlfahrten,Wahlfahrten,wahlfahrte,WAhlfahrten,Wahlfahrter,Wahlfahrtern,wahlfarten"
Jahreskummer,Jahreskummer
sehnend,"ſehnende,ſehnenden,ſehnendes,sehnende,ſehnender,Sehnenden,ſehnendem,ſehnend,sehnenden,sehnendes,Sehnende,sehnender,senender,sēhnĕndĕs,sehnend,Sehnender,Sehnend,ſehnendeſten"
wohlgequält,"Wolgequaͤlete,wohlgequaͤlete,wohlgequaͤleter,Wolgequaͤltes"
vehiculum,"vehiculum,Vehiculum"
mihlnberg,Mihlnberg
cohortes,"cohortes,Cohortes"
Gehmbden,Gehmbden
Johnsbach,Johnsbach
Lehrpunktlein,"Lehrpünctlein,Lehrpuͤncktlein,Lehrpuͤnctleins,Lehrpuͤnctlein,LehrPuͤnctlein"
Mahume,Mahume
geholfsen,geholfſen
iohanni,"IOHANni,IOHANNI,IOHANNi,Iohanni"
Rohrs,"Rohrs,Röhrs,Rohr’s,Roͤhrs"
Ruhebettlin,"ruhebettlin,Ruhebettlin"
ruhmlich,"ruhmliches,ruhmlichen,růhmlich,ruhmlich,růhmliche,ruhmlichst,ruhmliche,ruhmlicher,růhmlichen"
Zahlampt,"Zahlampt,zahlampt"
Ruhebetlin,Ruhebetlin
mehlig,"mehlichen,mehlich,mehligen,mählig,mehlicher,maͤhlig,mehlige,mehlichter,mehliger,maͤhligen,maͤhligem,mehlichten,mehlicht,meblichten,mehlig,mehligten,mehlichte,mähliges,maͤhliger,mehligte,Mählig,mehlichtem,mehliges,Mehlige,mehligem,mähligen,Mehlig,maͤhligtes,mehl'ger,mählige,meelichtem,meehlicht,meelichtes"
Geheft,geheft
Lohnes,"lohnes,lones,Lohnes"
Wehrhaft,"Wehꝛhafft,Woͤhrhafft,Wehrhafft"
Zuhören,"Zuhoͤꝛen,Zuhoͤren,Zuhoͤrens,Zuhören,Zuhörens,Zuhoͤrn,zuhoͤrens"
Wahrhaftige,"Warhafftiger,Warhafftige,Wahrhaftige,Wahrhaftiger,Wahrhaftigen,Warhaftigen,Warhaftiger,Warhafftigen,Wehrhafftigen,Wahrhafftige,Wahrhafftigen"
cohaerentia,"cohærentia,Cohærentia,cohaerentia"
cohoerentiam,Cohœrentiam
Bahren,"bahr,Bährens,bahero,baͤhrens"
Hohmesse,Hohmeſſe
Sehnliche,"Sehnliche,Sehnlicher"
behänd,"behaͤnde,behänd,behaͤnd,behaͤnder,behaͤndern,behände,Behaͤnd,behändt,behaͤnd’,behänden,behaͤndeſt,behändeste,allerbehaͤnden,allerbehaͤndeſte,allerbehaͤndeſten"
lahmgebohrnen,Lahmgebohrnen
Sehrer,"ſehrer,sehrer"
zahm,"zahme,zahmen,Zame,zahm,zahmes,Zahmen,zammen,Zahmes,zahmer,zamen,zameres,Zahme,zam,Zahm,zahmſten,zahmſte,czamen,zahmem,zahmeren,allerzahmſte,zahm’,zam̃en,Zahmer,zames,zame,zahmeſten,Zames,zamer,zahmsten,zam’,zahmere,zahmers,zahms,tſamen,allerzahmeſte,zamem,zahmern,ZAhme"
Wohllust,"Wohlluͤſten,Wohllüſten"
Behende,"Behende,Behenden,Behender"
Buhia,Buhia
wohleingeprägt,wohleingepregeten
Dihr,Dihꝛs
Ruhebettelei,Ruhebettelein
Dihrin,"Dihrin,Dihꝛin"
Fuhrweg,"Fuhrwergke,Fuhrwegen,Fuhrweg,fuhrweg"
Mohnschütz,Monſchuͤtz
gehabet,gehabet
Gehewrathet,gehewrathet
Rohrkastenlein,Rohrkaͤſtlein
Lehnerbe,"Lehnerben,Lehnerbe,lehnerbe,lehnerben"
Lehnherr,"Lehnherrn,Lehnherr,Lehnherrns,lehnherren,lehnherrn,lehnherr,lehnherrens,Lehnherꝛn,Lehnherꝛ,Lehnherren"
Dehonestiren,"dehoneſtiren,Dehoneſtiren"
Behelf,"Behelff,behelff,Behelf,Behelfen,Behelfe,behelf,Behelffs,Behelffe,Behelffen,Behelfs,behelffs"
jahr,"Jahꝛ,Jahr,Jar,Johr,jahr,jar,JAHR"
Kehrab,"Kehꝛab,kehrab,Kehrab"
Rohe,"Rohe,Roppen,Rohen,Roher,Rohes,Rohem,Rôha,Roͤhe,Rohin"
Hohenälb,Hohenaͤlb
Jahrzeit,"Jahrzeit,Jahrzeiten,jahrzeiten,jahrzeit"
Nuhiemit,nuhiemit
jehovaeh,Jehovæh
cohibete,cohibete
Fuhre,"Fuhre,fůhre,fuhre,Fuhren,Fuhrn,Fůhren,verfure,verfuhre,fuhrē,fuore,Fůhre,fuhꝛe"
wohlbelesen,"Wolbeleſene,wolbeleſene,wolbeleſen,wohlbeleſen,wohlbelesen,wohlbeleſenen,wolbeleſener,wohlbelesener,wohlbeleſene"
Geheimbnüß,Geheimbnuͤß
Wohlbedachte,Wolbedachtem
Geheimbten,"geheimbten,Geheimbten"
Kohlreiter,Kohlreuters
Lahn,"Lahn,lân,Lann,Lanen,Lahne,Lahnen,Lahen,Lahna,Lahnes,Lahns,Laan,lann,Llan"
Sihon,"Sihon,Sihons"
fuhrgeschreiben,furgeſchꝛiebene
Huhnlein,"Huͤnlein,Huͤhnlein,Huͤhnelein,Huͤhnleins,Hühnlein,Hünlein"
zehnfach,"zehenfach,zehnfacher,zehnfach,zehenfachen,zehenfache,zehnfache,zehnfachen,zehnfaches,Zehnfach,zehen-fach,zehnfachem,zehenfacher"
lehngelt,"Lehngelt,lehngelter,lehngelte,lehngelt,lehngeltes"
jahrgelt,"Jahꝛgelt,Jahrgelt"
Hohnstand,"Hohenſtande,Hohenſtands"
Kahlkopf,"Kalkopff,Kahlkopff,Kahlkopf,Kahlköpfen,Kahlköpfe,Kahlkoͤpfen,Kahlkoͤpfe,Kahlkopfe,Kahl-Kopff,Kalkoͤpfe,Kahlkopfes,Kahlkopfs,Kahlkoͤpff"
Rohrschleicher,Rohrſchleicher
behemoth,Behemoth
Hohenschul,"Hohenſchul,HohenSchul,Hohenschul"
wohlqualifiziert,"wolqualificirten,wolqualificirte,wolqualificirter"
Zehrenthal,"Zehꝛenthal,zehrenthal,Zehrenthal"
Mehrer,"mehꝛer,mehꝛers,mehreꝛs,mehrer’,mehreꝛ,mehreer,meherer,Mehꝛeꝛs"
wohlwißend,"wolwiſſende,wohlwiſſend,wohlwiſſenden,wolwiſſenden,wolwiſſendt,wolwiſſend,wohlwiſſende,Wolwiſſend,Wohlwiſſend,wohlwissend,wolwissend"
Johannem,"JOHANNEM,Johañem,Johannem"
wohlbewehrt,"wolbewehrtem,Wolbewehrten,wohlbewehrt,wohlbewehrte,wolbewehrte,wolbewehreten,wolbewehrter,wolbewehrten,wolbewehreter,wolbewehretẽ,wolbewehrete,wohlbewehrten,wohlbewehrter,wohlbewehrtes"
Huhn,"Hun,Huͤner,Huhn,Hühner,Huhnes,Huon,Huͤhner,Huͤhnern,Hüner,huͤner,Hühnern,Huhns,Huhne,Huṅ,Hünern,hühner,Hühngen,Huͤnern,Hunes,Huͤnergen,Huͤnnern,huͤnern,hunes,huͤhner,huhn,hüner,Huns,Hoͤner,Höner,Huͤhngen,Hihner,Huons,Huhner,Huhn's,Huͤener,Huhnen,Hünnern,huͤhngen"
Ruhstunde,Ruhſtunde
Ruheschatten,ruheſchatten
gehemmt,"gehemmet,gehemmte,gehemmten,gehemmt,gehemmter,gehemmtes,gehemmeten,gehaͤmmet,gehaͤmmt,gehemmtem,Gehemmtes,gehemmden,Gehemmten,Gehemmte,gehemmete,gehem̃t,gehem̃te,gehemmeter"
Hohngelächter,"hohngelaͤchter,Hohngelächter,Hohngelaͤchter,Hohngelaͤchters,Hohngelächters"
Wehrstand,"Wehrſtandt,Wehrſtand,WehrStand,WehrStandes,wehrſtand,Wehrſtande,Wehrstand,Wehrſtandes,Wehrstande,Wehrstandes,Wehꝛſtand,wehrstand,wehrstandes"
Bahne,"Bahne,Bahna"
Wohlberedsamkeit,"Wolberedtſamkeit,Wolberedſamkeit,wolberedſamkeit"
kahl,"kale,kahl,kalen,kahle,kahles,Kahle,kahlen,Kahler,kallen,kahler,Kawélé,kalé,kahlem,Kahlen,kahlſte,Kahl,Cahla,kaal,Kahlens,kahlsten,call,kaalen,Kahles,kahleſten,kahleres,Callen,kalern,Kalenh,kahlſten,kahlern,Kaal"
Zehnklappern,"Zeenklappern,zeenklappern"
Wohlaw,Wohlaw
Hohefürstliche,HoheFuͤrſtliche
Zuhöter,Zuhoͤter
wohlgerüstet,"wolgeruͤſtet,wolgeruͤſteten,wohlgerüſteten,wohlgerüsteten,wohlgerüstete,wolgeruͤſtetẽ,wohlgerüstet,wohlgerüſtet,wolgeruͤſtetes,wolgeruͤſtete,wolgerüſteten,wohlgerüſtetes,Wohlgeruͤſtet,wohlgeruͤſtet,wohlgerüsteter,wohlgerüſteter,wohlgeruͤſtetes,wohlgeruͤſtete,wohlgerüstetes,wolgeruſtete,wohlgeruͤſteter,wohlgerüſtete,wohlgerüſtetem"
Ruhehäuslein,"Ruhehaͤußlein,RuheHaͤußlein"
Zehe,"zehgen,Zehe,zehe,Zehens,Ceha,Zèhe,Zehin,Zehẽ,ZEhen,zehin"
nihilominus,"nihilominus,Nihilominus,nihilominùs"
maharam,Maharam
cohaeredes,cohæredes
cohaeredum,cohæredum
Mehlig,"Meling,Mehlicht,Maͤhlig"
sohns,"Sons,Sohns"
Rohrman,Rohrman
suhlen,"ſuͤhlen,ſůhlen,ſühlen,suppl,geſuhlt,ſuhlen,ſuͤhlet,ſuͤhl,ſuͤhlte,ſuͤhle,ſuppl,ſuͤhlſt,ſuͤhlete,ſuͤhlt,suhlt"
Kuh,"Kuh,Kuͤhe,Kuhe,Kuͤh,Kuͤhen,ku,kuͤhe,Kühe,Kühen,kuh,kuhe,kuͤhen,Kǖhĕ,Kühgen,Kuͤh’,Ċu,Kuau,KU,kũ,chuo,cuu,Kuͤhgen,Kuh’,Küh',Kuh',Kuͤh',Chu,Cú,Küh,Cua,kŭ,kų,ků́,kuͤh,Kuͤhẽ,Kůhen,chū,Kihe,Ċ̶u,C̶̍u,C̍u,C̶u,Kůhe,kūh,cuŭ,kuaú,kuo,CU,CuO"
Rohnaw,Rohnaw
iohanne,"Iohanne,IOHANNE"
Sehrifftlich,ſehrifftlich
Mahlern,Mahlern
lehrreich,"lehrreichen,Lehrreichen,lehrꝛeichen,lehrreiche,Lehrreiche,lehrreich,lehrreicher,lehrreiches,lehrreichem,Lehrreich,lehrreichsten,lehrreichſten,lehrreichste,lehrreichere,lehrreichſte,lehrreichſtes,Lehrreiches,Lehrreicher,lehrreichster,lehrreicheres,Lehꝛreicher,Lehrreichſte,lehrreichern,lehrreicherer,lehrreicheren,allerlehrreichſte,lehreich,lehreiche,lehrreichers,lehrreichrer,Lehrreicheres,lehrꝛeicher,Lehr—reiches,Lehrreichſten,Lehrꝛeicher"
wohlverständig,"wohlverſtaͤndigen,wolverständigen,wolverſtaͤndig,Wolverſtaͤndigen,wolverſtaͤndiger,wolverſtaͤndigen,wolverständig,wolverständiger"
